Borough,Latitude,Longitude,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,Mean Bathrooms,County,Event Date Crimes,Event Ending Date Crimes,Event Report Date Crimes,Description Crimes,Attempt Complete Crimes,Level of Offense Crimes,Borough Crimes,Latitude Crimes,Longitude Crimes,Crimes Distance,BlockCode Census,Latitude Census,Longitude Census,County Census,Borough Census,TotalPop Census,Men Census,Women Census,Hispanic Census,White Census,Black Census,Native Census,Asian Census,Citizen Census,Income Census,IncomeErr Census,IncomePerCap Census,IncomePerCapErr Census,Poverty Census,ChildPoverty Census,Professional Census,Service Census,Office Census,Construction Census,Production Census,Drive Census,Carpool Census,Transit Census,Walk Census,OtherTransp Census,WorkAtHome Census,MeanCommute Census,Employed Census,PrivateWork Census,PublicWork Census,SelfEmployed Census,FamilyWork Census,Unemployment Census,Census Distance
BRONX,40.82643,-73.89030699999998,28,0,0,0,0,1,8,0.7586206896551724,BRONX,11/27/2015,11/27/2015,11/27/2015,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,40.82626558,-73.89043906,0.021401197004911193,36005012701.0,40.8259798995,-73.89218592965,BRONX,BRONX,1992.0,791.0,1201.0,78.3,2.1,16.1,0.3,2.8,1271.0,18641.0,3928.0,11700.0,1884.0,49.4,59.9,17.4,34.3,27.3,8.8,12.2,4.4,4.3,72.2,16.9,1.7,0.5,39.7,656.0,83.4,14.8,1.8,0.0,9.0,0.16587964926858076
BRONX,40.848236,-73.919411,0,0,53,6,0,1,2,1.7166666666666666,BRONX,11/15/2015,,11/15/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.84817035,-73.91946347,0.008533055198284295,36005021502.0,40.847462311550004,-73.9175125628,BRONX,BRONX,6013.0,3131.0,2882.0,75.0,1.7,22.7,0.0,0.0,2912.0,18507.0,3701.0,11639.0,1478.0,44.6,56.1,12.8,40.9,18.5,7.3,20.6,16.3,1.0,67.2,7.5,0.7,7.2,38.3,2225.0,82.8,9.3,7.9,0.0,16.4,0.18144085312538838
BRONX,40.846919,-73.892861,1,6,14,0,0,0,0,2.571428571428572,BRONX,12/5/2015,12/5/2015,12/5/2015,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,40.84697963,-73.89303986,0.016491365310972377,36005036901.0,40.8440703518,-73.89218592965,BRONX,BRONX,2276.0,989.0,1287.0,76.5,0.4,19.0,0.0,3.5,1159.0,14821.0,6413.0,9397.0,1492.0,53.3,70.6,15.3,38.8,38.3,3.2,4.5,13.2,1.5,65.1,11.5,2.2,6.5,47.7,627.0,85.3,6.9,7.8,0.0,20.7,0.32190584446765624
MANHATTAN,40.843693,-73.934474,0,0,26,0,0,0,0,1.9615384615384612,NEW YORK,11/22/2015,11/22/2015,11/22/2015,ROBBERY,COMPLETED,FELONY,MANHATTAN,40.84357683,-73.93421512,0.025327586688346466,36061026100.0,40.84520100505,-73.9349246231,NEW YORK,MANHATTAN,13496.0,6519.0,6977.0,89.2,2.6,5.6,0.0,1.1,6278.0,29702.0,5024.0,14512.0,1986.0,34.2,42.5,17.3,42.4,21.1,5.0,14.3,4.7,7.2,68.0,15.3,1.5,3.2,40.1,5832.0,89.3,5.8,4.9,0.0,19.4,0.17196743265245146
BRONX,40.8172,-73.887197,0,2,7,0,0,1,0,3.0,BRONX,10/29/2015,10/29/2015,10/29/2015,BURGLARY,COMPLETED,FELONY,BRONX,40.81737784,-73.88723828,0.02008400613875403,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.28568854718758546
BRONX,40.817875,-73.88781,0,2,11,0,3,0,1,1.1875,BRONX,12/5/2015,12/5/2015,12/5/2015,FRAUDS,COMPLETED,MISDEMEANOR,BRONX,40.81786168,-73.88802506,0.01816379538397234,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.24070817414131546
BRONX,40.817632,-73.88857,0,2,9,0,3,0,0,1.7142857142857142,BRONX,12/18/2015,12/18/2015,12/18/2015,DANGEROUS DRUGS,COMPLETED,FELONY,BRONX,40.81776348,-73.88865747,0.016373467265241786,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.3017947600888753
BRONX,40.817978,-73.888775,0,3,13,0,4,0,0,1.75,BRONX,12/18/2015,12/18/2015,12/18/2015,DANGEROUS DRUGS,COMPLETED,FELONY,BRONX,40.81776348,-73.88865747,0.025830758080262063,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.2873440722451306
BRONX,40.818475,-73.889096,0,1,3,0,3,1,0,4.0,BRONX,11/18/2015,,11/18/2015,NYS LAWS-UNCLASSIFIED FELONY,COMPLETED,FELONY,BRONX,40.81862581,-73.88916906,0.017866401334786428,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.2786722583948698
BRONX,40.818769,-73.88928299999998,0,1,3,0,4,0,0,4.0,BRONX,11/18/2015,,11/18/2015,NYS LAWS-UNCLASSIFIED FELONY,COMPLETED,FELONY,BRONX,40.81862581,-73.88916906,0.01859189117100234,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.27962786845218063
BRONX,40.814849,-73.903538,0,2,14,0,4,0,0,1.4,BRONX,8/27/2015,8/27/2015,8/27/2015,FORGERY,COMPLETED,FELONY,BRONX,40.81508426,-73.90347038,0.026779907231415916,36005008300.0,40.81354271355001,-73.9016834171,BRONX,BRONX,6882.0,3348.0,3534.0,79.1,0.4,15.6,0.0,4.2,3333.0,19818.0,8210.0,11959.0,1709.0,41.9,55.1,18.1,40.4,26.2,5.4,9.9,10.5,2.4,74.2,6.2,3.2,3.5,42.1,2354.0,89.8,4.6,5.3,0.3,14.1,0.21327446032481057
BRONX,40.860959,-73.90897,51,0,14,0,0,1,51,0.30303030303030304,BRONX,8/28/2015,8/28/2015,9/17/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,40.86025023,-73.90898661,0.07884875068549622,36005025500.0,40.8598994975,-73.90854271353332,BRONX,BRONX,5874.0,3149.0,2725.0,77.7,0.8,20.3,0.0,0.0,2667.0,19458.0,7457.0,12273.0,2509.0,50.3,64.6,9.2,54.4,14.0,5.5,16.9,12.2,9.7,67.9,6.9,0.0,3.4,42.1,2485.0,92.4,4.6,3.0,0.0,17.2,0.12320818464559334
BRONX,40.84994,-73.917837,0,82,0,0,0,0,0,2.0,BRONX,12/25/2015,,12/26/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,40.84934125,-73.91792586,0.06701720558573568,36005021501.0,40.8497236181,-73.9175125628,BRONX,BRONX,4726.0,2079.0,2647.0,74.0,1.0,21.0,0.0,2.7,2119.0,26076.0,4615.0,11505.0,1464.0,38.1,47.2,12.9,38.4,25.5,4.0,19.3,16.5,4.0,72.4,4.7,0.0,2.3,50.7,1532.0,89.0,7.3,3.7,0.0,12.9,0.036392492816647186
BRONX,40.850178,-73.917497,0,64,0,0,0,0,0,1.78125,BRONX,12/16/2015,12/16/2015,12/16/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,40.85036729,-73.91725589,0.029237465791985277,36005021501.0,40.8497236181,-73.9175125628,BRONX,BRONX,4726.0,2079.0,2647.0,74.0,1.0,21.0,0.0,2.7,2119.0,26076.0,4615.0,11505.0,1464.0,38.1,47.2,12.9,38.4,25.5,4.0,19.3,16.5,4.0,72.4,4.7,0.0,2.3,50.7,1532.0,89.0,7.3,3.7,0.0,12.9,0.05055778213629431
BRONX,40.821001,-73.89558000000002,0,43,0,0,0,0,0,2.2790697674418605,BRONX,12/5/2015,12/5/2015,12/6/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,40.82099758,-73.89539395,0.015665153212261612,36005015900.0,40.8214572864,-73.8937688442,BRONX,BRONX,1420.0,528.0,892.0,91.2,0.5,6.8,0.0,1.5,929.0,16027.0,5922.0,12878.0,2925.0,51.0,57.4,38.3,34.7,22.1,0.0,4.9,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426.0,84.5,15.3,0.2,0.0,13.1,0.16067743353281794
BRONX,40.821767,-73.895861,0,59,0,0,0,0,0,2.305084745762712,BRONX,12/31/2015,12/31/2015,12/31/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.82182143,-73.89587319,0.006140572586681447,36005015900.0,40.8214572864,-73.8937688442,BRONX,BRONX,1420.0,528.0,892.0,91.2,0.5,6.8,0.0,1.5,929.0,16027.0,5922.0,12878.0,2925.0,51.0,57.4,38.3,34.7,22.1,0.0,4.9,19.7,0.0,67.6,11.0,0.0,1.6,46.3,426.0,84.5,15.3,0.2,0.0,13.1,0.17944092963786548
BRONX,40.814441,-73.88695600000001,0,3,38,5,0,0,0,1.0,BRONX,5/2/2015,6/24/2015,6/24/2015,FORGERY,COMPLETED,FELONY,BRONX,40.8144901,-73.88694694,0.005514382973350874,36005011502.0,40.8196482412,-73.88617085426,BRONX,BRONX,4566.0,2058.0,2508.0,67.4,0.5,30.8,0.1,1.1,2087.0,21765.0,5551.0,10986.0,2596.0,47.6,56.7,13.7,39.8,18.4,10.4,17.7,17.3,2.8,65.3,11.5,0.5,2.7,40.5,1332.0,84.6,7.0,8.4,0.0,18.5,0.582959292530695
BROOKLYN,40.681782,-73.974142,0,14,77,14,198,0,66,1.1848184818481848,KINGS,8/18/2014,8/18/2014,8/18/2014,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.68189442,-73.97409251,0.013182860884997738,36047016100.0,40.68012562815,-73.9729145729,KINGS,BROOKLYN,3139.0,1672.0,1467.0,13.5,62.9,11.2,0.0,7.4,2482.0,103500.0,9112.0,61541.0,7727.0,10.6,15.1,75.8,6.1,13.3,2.6,2.3,8.2,0.4,68.2,7.6,6.8,8.7,37.3,1862.0,78.7,12.5,7.6,1.2,4.2,0.211336530417423
BROOKLYN,40.68193400000001,-73.96560699999998,0,0,38,0,0,0,11,0.17894736842105266,KINGS,11/29/2015,11/29/2015,11/29/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,40.6823506,-73.96569513,0.04693083311307167,36047020300.0,40.68012562815,-73.965,KINGS,BROOKLYN,1688.0,752.0,936.0,7.5,47.6,29.0,0.0,12.3,1297.0,106250.0,20815.0,47969.0,5743.0,16.5,8.8,70.2,7.2,18.5,0.0,4.0,9.9,1.5,74.7,6.9,1.8,5.2,38.7,967.0,83.8,9.3,6.9,0.0,13.1,0.20755921824822043
MANHATTAN,40.796398,-73.934217,0,0,2,0,0,0,1,0.125,NEW YORK,12/22/2015,12/22/2015,12/23/2015,CRIMINAL MISCHIEF & RELATED OF,ATTEMPTED,MISDEMEANOR,MANHATTAN,40.79621371,-73.93378879,0.041476883184648976,36061017800.0,40.79403894471249,-73.93215452261249,NEW YORK,MANHATTAN,3825.0,1664.0,2161.0,52.7,20.8,16.5,0.0,6.5,2567.0,32896.0,9025.0,21067.0,2566.0,24.6,32.9,24.1,31.5,33.0,1.9,9.6,4.8,0.5,69.8,18.8,2.0,4.0,36.5,1869.0,90.0,7.4,2.6,0.0,7.6,0.3146665139536093
MANHATTAN,40.816102,-73.937658,0,0,0,6,36,0,0,0.984375,NEW YORK,12/21/2015,12/21/2015,12/29/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.81544013,-73.93803627,0.08021116421105008,36061021400.0,40.817688442233326,-73.9359798995,NEW YORK,MANHATTAN,3007.0,1185.0,1822.0,8.0,5.6,81.7,0.2,1.0,2467.0,44405.0,6150.0,30761.0,3769.0,25.6,42.4,47.7,24.2,23.3,1.0,3.7,4.4,1.5,77.9,10.1,1.4,4.8,40.3,1726.0,70.7,25.3,4.0,0.0,11.0,0.2260368257951443
BROOKLYN,40.718193,-73.946682,0,17,32,0,0,0,12,1.28,KINGS,11/5/2015,11/6/2015,11/6/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.71815708,-73.94669077,0.004063208183746377,36047049700.0,40.71630653265,-73.9444221106,KINGS,BROOKLYN,2776.0,1287.0,1489.0,9.8,71.6,1.1,0.0,13.4,2427.0,79934.0,23417.0,61600.0,11495.0,10.1,27.7,67.8,13.2,14.4,2.7,1.9,7.2,1.4,69.7,3.2,4.2,14.4,30.0,2106.0,73.5,7.5,19.0,0.0,5.3,0.2834208340889495
MANHATTAN,40.820755,-73.93973199999998,0,0,8,0,0,0,0,1.0,NEW YORK,9/27/2015,,9/27/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.82069449,-73.93987401,0.013718151656006813,36061023200.0,40.820703517566656,-73.93914572866666,NEW YORK,MANHATTAN,8370.0,3876.0,4494.0,33.2,3.2,59.9,0.6,2.1,4972.0,28800.0,3316.0,14859.0,2276.0,30.2,33.8,25.0,31.5,27.3,5.9,10.3,10.4,6.2,71.7,3.9,5.4,2.4,37.7,3447.0,74.8,15.8,9.4,0.0,18.4,0.04968001146980982
MANHATTAN,40.825166,-73.940226,0,0,7,1,0,0,0,2.0,NEW YORK,12/10/2015,12/10/2015,12/10/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,40.82507528,-73.94028557,0.01126778832591005,36061023400.0,40.823718593,-73.93967336685,NEW YORK,MANHATTAN,5225.0,2654.0,2571.0,27.2,8.5,59.7,1.0,0.7,3347.0,38854.0,13711.0,24034.0,3730.0,31.7,48.6,34.4,34.0,25.5,3.4,2.7,11.2,1.1,73.6,6.7,1.3,6.1,34.9,2599.0,79.7,13.8,6.5,0.0,18.9,0.16757973032865192
MANHATTAN,40.827452,-73.93982700000002,0,6,14,0,0,0,1,1.85,NEW YORK,12/18/2015,,12/18/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.82735594,-73.93991496,0.012998890877039072,36061023502.0,40.828241206,-73.93809045229999,NEW YORK,MANHATTAN,1840.0,895.0,945.0,16.5,13.0,67.8,0.0,0.0,1082.0,29293.0,5717.0,19405.0,2664.0,22.2,22.4,33.3,32.8,23.0,2.2,8.7,5.3,0.7,76.9,5.2,4.9,7.1,43.8,897.0,80.8,12.7,6.5,0.0,14.7,0.17049247370096313
MANHATTAN,40.824655,-73.93835899999998,0,11,7,0,0,0,1,1.6111111111111112,NEW YORK,12/19/2015,12/19/2015,12/23/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.82481095,-73.93868515,0.03247293783298602,36061023400.0,40.823718593,-73.93967336685,NEW YORK,MANHATTAN,5225.0,2654.0,2571.0,27.2,8.5,59.7,1.0,0.7,3347.0,38854.0,13711.0,24034.0,3730.0,31.7,48.6,34.4,34.0,25.5,3.4,2.7,11.2,1.1,73.6,6.7,1.3,6.1,34.9,2599.0,79.7,13.8,6.5,0.0,18.9,0.15194582704589443
BROOKLYN,40.729525,-73.95097,0,0,40,0,0,0,5,0.2131979695431472,KINGS,12/21/2015,12/21/2015,12/21/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.72975834,-73.95098951,0.026006415246400277,36047057300.0,40.727989949766666,-73.94969849243334,KINGS,BROOKLYN,2375.0,1030.0,1345.0,6.6,77.2,7.4,1.1,5.8,1932.0,70878.0,11868.0,39702.0,6208.0,18.0,14.8,57.1,13.2,19.1,6.9,3.7,14.9,2.1,61.2,10.1,4.8,7.0,34.3,1502.0,84.4,7.6,8.0,0.0,8.0,0.2015938107615635
BROOKLYN,40.577192,-74.00057199999998,0,0,127,0,0,1,7,2.265625,KINGS,12/30/2015,12/30/2015,12/30/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.57719186,-74.00057021,0.0001520231999686242,36047032800.0,40.576482412066674,-73.99824120603333,KINGS,BROOKLYN,2621.0,1371.0,1250.0,13.8,9.7,39.6,1.7,34.2,1914.0,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076.0,64.1,34.4,1.5,0.0,19.8,0.2121413040062809
BROOKLYN,40.577099,-74.00139300000002,0,0,133,0,0,1,8,2.253731343283582,KINGS,12/22/2015,12/22/2015,12/23/2015,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,40.57707107,-74.00163216,0.0204422903376727,36047032800.0,40.576482412066674,-73.99824120603333,KINGS,BROOKLYN,2621.0,1371.0,1250.0,13.8,9.7,39.6,1.7,34.2,1914.0,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076.0,64.1,34.4,1.5,0.0,19.8,0.2749633285985205
BROOKLYN,40.577887,-74.000155,0,0,72,0,0,0,4,2.2638888888888893,KINGS,10/7/2015,10/8/2015,10/8/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.57725224,-74.00003384,0.07134235945325974,36047032800.0,40.576482412066674,-73.99824120603333,KINGS,BROOKLYN,2621.0,1371.0,1250.0,13.8,9.7,39.6,1.7,34.2,1914.0,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076.0,64.1,34.4,1.5,0.0,19.8,0.22483221780602852
BROOKLYN,40.577104,-74.001328,0,0,73,0,0,0,4,2.2602739726027403,KINGS,9/23/2015,9/23/2015,9/23/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,40.57712872,-74.00110658,0.01890712182481247,36047032800.0,40.576482412066674,-73.99824120603333,KINGS,BROOKLYN,2621.0,1371.0,1250.0,13.8,9.7,39.6,1.7,34.2,1914.0,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076.0,64.1,34.4,1.5,0.0,19.8,0.2697909566504234
BROOKLYN,40.578029,-74.003218,0,0,130,0,0,1,7,2.2748091603053435,KINGS,3/21/2015,3/21/2015,3/21/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.5789073,-74.00360855,0.1031142906535101,36047032800.0,40.576482412066674,-73.99824120603333,KINGS,BROOKLYN,2621.0,1371.0,1250.0,13.8,9.7,39.6,1.7,34.2,1914.0,45357.0,15745.0,34860.0,25619.0,24.7,25.7,27.0,26.1,22.5,6.8,17.7,21.9,2.1,61.4,12.3,0.0,2.2,50.3,1076.0,64.1,34.4,1.5,0.0,19.8,0.4542823341567208
BROOKLYN,40.578309,-74.00023399999998,0,0,133,0,0,1,8,2.2611940298507465,KINGS,12/30/2015,12/30/2015,12/30/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.57916263,-74.00037223,0.09566454622854577,36047033000.0,40.57982053121429,-73.99824120602857,KINGS,BROOKLYN,4634.0,2085.0,2549.0,29.3,18.8,45.6,0.0,6.3,3009.0,23007.0,5427.0,16528.0,4396.0,41.3,49.8,27.8,32.6,20.0,8.4,11.3,17.5,5.0,68.7,7.4,1.4,0.0,55.1,1327.0,73.8,25.3,0.9,0.0,27.7,0.23792644253319356
BRONX,40.869884000000006,-73.88675699999997,0,3,4,0,4,0,0,2.9090909090909087,BRONX,12/12/2015,,12/18/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,40.86985891,-73.88670456,0.0052195451359121296,36005040702.0,40.8700753769,-73.8874371859,BRONX,BRONX,7800.0,3808.0,3992.0,60.7,19.6,13.2,0.0,4.6,4109.0,29978.0,6669.0,13798.0,1821.0,30.7,44.6,20.5,27.2,30.9,9.6,11.8,15.0,3.3,69.4,8.3,3.0,0.9,41.1,2794.0,84.2,10.8,4.4,0.6,18.9,0.061043323754661954
BRONX,40.864671,-73.90374,0,5,8,0,7,0,0,2.65,BRONX,7/5/2013,12/20/2015,12/24/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.86487617,-73.90360418,0.025521135103809788,36005026300.0,40.86517587943332,-73.90432160806667,BRONX,BRONX,6456.0,2985.0,3471.0,80.3,5.5,13.6,0.5,0.0,3801.0,32663.0,10314.0,14302.0,1826.0,34.4,53.9,16.8,35.2,28.7,6.7,12.6,9.5,4.6,67.3,9.3,0.0,9.3,45.6,2648.0,83.9,8.1,8.0,0.0,13.2,0.07447961299211385
BRONX,40.854089,-73.90590300000002,0,6,33,0,9,0,0,2.0625,BRONX,12/8/2015,,12/9/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85443148,-73.90558940000003,0.046338426867902495,36005024100.0,40.8531155779,-73.9064321608,BRONX,BRONX,6324.0,3194.0,3130.0,69.1,0.9,27.3,0.1,1.5,2801.0,23856.0,4225.0,11044.0,1583.0,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501.0,92.8,3.8,3.4,0.0,15.9,0.11706903822201183
BROOKLYN,40.683666,-73.96773,0,0,8,0,0,0,1,0.28205128205128205,KINGS,12/9/2015,,12/10/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.68373461,-73.96796232,0.02102926671460974,36047019900.0,40.6846482412,-73.9665829146,KINGS,BROOKLYN,2863.0,1366.0,1497.0,10.8,39.8,32.3,0.0,11.8,2173.0,67656.0,17672.0,46365.0,6625.0,14.0,7.2,64.3,10.2,18.4,1.9,5.2,11.6,0.0,72.4,4.9,7.4,3.7,35.6,1831.0,81.5,9.5,9.0,0.0,2.9,0.1459375948480972
BROOKLYN,40.710159,-73.968533,0,0,51,0,0,0,26,0.15139442231075698,KINGS,1/7/2014,,1/7/2014,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,BROOKLYN,40.71005435,-73.96852679,0.011651972041796046,36047054700.0,40.708391959800004,-73.96658291456667,KINGS,BROOKLYN,5071.0,2615.0,2456.0,19.1,69.3,4.9,0.0,5.1,2912.0,39773.0,9086.0,21313.0,2567.0,43.4,54.8,55.7,13.9,20.4,1.2,8.8,10.1,4.7,47.6,18.8,9.6,9.2,34.2,2125.0,84.1,5.2,10.7,0.0,6.7,0.25625306377172963
BROOKLYN,40.709857,-73.968522,0,0,121,0,0,0,70,0.15289256198347104,KINGS,1/7/2014,,1/7/2014,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,BROOKLYN,40.71005435,-73.96852679,0.021954922520607028,36047054700.0,40.708391959800004,-73.96658291456667,KINGS,BROOKLYN,5071.0,2615.0,2456.0,19.1,69.3,4.9,0.0,5.1,2912.0,39773.0,9086.0,21313.0,2567.0,43.4,54.8,55.7,13.9,20.4,1.2,8.8,10.1,4.7,47.6,18.8,9.6,9.2,34.2,2125.0,84.1,5.2,10.7,0.0,6.7,0.23083626806384064
BRONX,40.853952,-73.906026,89,0,1,0,0,0,89,0.022222222222222227,BRONX,12/13/2015,12/14/2015,12/14/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,40.85348251,-73.90645107,0.0632929005174821,36005024100.0,40.8531155779,-73.9064321608,BRONX,BRONX,6324.0,3194.0,3130.0,69.1,0.9,27.3,0.1,1.5,2801.0,23856.0,4225.0,11044.0,1583.0,38.6,54.0,16.1,43.2,16.8,8.5,15.4,14.8,5.4,63.1,10.0,2.0,4.8,41.4,2501.0,92.8,3.8,3.4,0.0,15.9,0.09911209387804518
BROOKLYN,40.685578,-73.956231,0,0,26,9,0,0,0,1.5142857142857142,KINGS,10/29/2015,10/29/2015,10/29/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,40.68553968,-73.95655311,0.027500822868573558,36047022900.0,40.6846482412,-73.9570854271,KINGS,BROOKLYN,3780.0,1754.0,2026.0,5.3,32.3,51.0,0.0,7.8,2793.0,51645.0,13885.0,32422.0,4716.0,19.3,26.3,54.0,13.4,20.3,1.8,10.5,10.2,1.4,67.7,4.4,8.4,7.7,37.5,2143.0,86.0,9.8,4.2,0.0,8.0,0.12605072055975916
BROOKLYN,40.719627,-73.954686,0,0,10,0,0,0,2,0.2653061224489796,KINGS,11/2/2015,11/3/2015,11/3/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.71965641,-73.95470547,0.0036599568522949232,36047051700.0,40.720452261333335,-73.95497487436667,KINGS,BROOKLYN,1998.0,1018.0,980.0,10.1,74.7,2.0,0.0,12.2,1445.0,100814.0,17797.0,70115.0,12038.0,9.1,0.0,73.1,6.7,15.2,2.4,2.7,5.3,2.2,76.1,10.1,2.1,4.3,29.6,1488.0,86.3,2.5,11.2,0.0,4.9,0.09496910056303225
MANHATTAN,40.751142,-73.973274,0,0,87,0,0,0,31,0.1655011655011655,NEW YORK,12/8/2015,12/8/2015,12/8/2015,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,40.75097427,-73.97283852,0.04116507808676865,36061008800.0,40.74984924623333,-73.97185929649999,NEW YORK,MANHATTAN,6781.0,3098.0,3683.0,5.1,67.1,2.2,0.0,21.2,5413.0,100179.0,10403.0,91200.0,10853.0,7.6,8.7,74.8,3.2,20.1,0.0,1.8,5.6,3.3,30.6,46.1,4.4,10.1,29.9,4894.0,81.0,9.1,8.1,1.8,4.1,0.18678002987659095
BROOKLYN,40.607014,-73.99007399999998,0,70,0,0,0,1,18,0.7605633802816901,KINGS,12/22/2015,12/22/2015,12/22/2015,ROBBERY,COMPLETED,FELONY,BROOKLYN,40.60713447,-73.99024515,0.019708803825525326,36047027000.0,40.605502512550004,-73.99032663314999,KINGS,BROOKLYN,2539.0,1101.0,1438.0,6.0,67.5,0.7,0.0,25.8,1602.0,50490.0,16745.0,22674.0,4092.0,15.5,17.0,34.5,23.4,24.4,9.6,8.1,26.3,7.7,52.9,7.4,1.2,4.4,50.1,1102.0,78.8,16.4,4.8,0.0,8.2,0.1694706595550523
