Borough,Latitude,Longitude,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,Mean Bathrooms,County,Event Date Crimes,Event Ending Date Crimes,Event Report Date Crimes,Description Crimes,Attempt Complete Crimes,Level of Offense Crimes,Borough Crimes,Latitude Crimes,Longitude Crimes,Crimes Distance,BlockCode Census,Latitude Census,Longitude Census,County Census,Borough Census,TotalPop Census,Men Census,Women Census,Hispanic Census,White Census,Black Census,Native Census,Asian Census,Citizen Census,Income Census,IncomeErr Census,IncomePerCap Census,IncomePerCapErr Census,Poverty Census,ChildPoverty Census,Professional Census,Service Census,Office Census,Construction Census,Production Census,Drive Census,Carpool Census,Transit Census,Walk Census,OtherTransp Census,WorkAtHome Census,MeanCommute Census,Employed Census,PrivateWork Census,PublicWork Census,SelfEmployed Census,FamilyWork Census,Unemployment Census,Census Distance
BROOKLYN,40.660756,-73.961621,0,0,0,0,27,0,6,0.4,KINGS,12/19/2015,12/19/2015,12/19/2015,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,40.66078629,-73.96147834,0.012499808784657857,36047079801.0,40.65977386935001,-73.95866834169998,KINGS,BROOKLYN,2886.0,1183.0,1703.0,10.9,20.9,57.0,0.0,7.9,2162.0,61250.0,14086.0,39065.0,9398.0,8.5,14.8,51.7,24.8,18.3,0.0,5.2,15.8,0.0,74.0,0.3,2.4,7.4,47.0,1515.0,67.5,21.3,11.2,0.0,16.2,0.27203580390950827
BROOKLYN,40.71394,-73.965288,0,0,0,0,39,0,0,0.4692307692307692,KINGS,12/11/2015,12/11/2015,12/11/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.7138961,-73.96532539,0.005812124786323153,36047055100.0,40.714422110566666,-73.9644723618,KINGS,BROOKLYN,6138.0,2989.0,3149.0,55.2,37.6,2.5,0.0,2.7,4231.0,63613.0,10517.0,33496.0,4709.0,13.8,18.1,51.0,13.2,26.5,6.2,3.1,11.4,1.4,64.7,11.6,6.3,4.5,32.7,3455.0,82.4,7.4,9.4,0.9,10.7,0.08720312437136327
BROOKLYN,40.734693,-73.954986,0,0,18,0,0,0,2,0.2,KINGS,10/21/2015,10/21/2015,10/21/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.73481308,-73.95501631,0.013598588485710893,36047057500.0,40.73326633166667,-73.953919598,KINGS,BROOKLYN,4028.0,2032.0,1996.0,13.6,78.6,0.0,0.0,5.3,2635.0,79476.0,14823.0,43393.0,6045.0,13.4,25.7,70.3,5.1,12.2,7.3,5.1,10.3,6.1,59.8,11.0,2.7,10.0,32.3,2580.0,91.0,4.0,5.0,0.0,5.3,0.1823744989867669
BROOKLYN,40.737379,-73.954309,0,0,0,0,6,0,0,0.45,KINGS,12/8/2015,12/8/2015,12/8/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.73739562,-73.95431091,0.001855635197496615,36047056300.0,40.735075376900014,-73.95835175877998,KINGS,BROOKLYN,4519.0,2224.0,2295.0,15.1,65.1,1.7,0.0,10.6,3335.0,66591.0,10236.0,44787.0,11804.0,24.3,20.0,54.7,15.9,18.8,5.1,5.5,9.3,0.0,74.8,10.6,2.5,2.8,38.9,2881.0,85.4,7.5,7.2,0.0,6.9,0.426322420090231
BROOKLYN,40.655989,-73.863788,43,43,334,0,0,2,105,1.1090047393364928,KINGS,10/24/2015,10/24/2015,10/24/2015,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,BROOKLYN,40.65556736,-73.86293213,0.0861126029980342,36047122000.0,40.66383091928822,-73.86304167899412,KINGS,BROOKLYN,5573.0,2754.0,2819.0,22.1,0.0,73.8,0.0,1.2,3246.0,43125.0,14691.0,21653.0,5368.0,20.4,24.1,37.5,28.3,19.5,2.2,12.5,28.0,8.5,62.3,0.0,0.0,1.2,42.2,2510.0,73.2,24.9,1.9,0.0,12.8,0.8745256062089822
BROOKLYN,40.69980200000001,-73.913128,0,0,0,0,4,0,0,0.4615384615384616,KINGS,11/16/2015,11/16/2015,11/16/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.69983727,-73.91308974,0.005079366370855333,36047044100.0,40.70236180903333,-73.91381909546665,KINGS,BROOKLYN,6156.0,3308.0,2848.0,75.7,11.6,1.4,0.3,10.7,2653.0,49167.0,7311.0,20352.0,4140.0,26.3,40.1,17.5,30.1,18.9,17.8,15.6,10.2,5.7,66.5,12.6,4.1,0.9,38.4,3215.0,90.9,3.3,5.8,0.0,12.0,0.29062995027262584
BRONX,40.882521,-73.908597,0,0,0,4,0,0,0,0.6153846153846154,BRONX,12/11/2015,12/13/2015,12/13/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,40.88262728,-73.90840991,0.019679668238312784,36005029500.0,40.884773869333344,-73.90854271353332,BRONX,BRONX,4725.0,2417.0,2308.0,19.7,57.3,12.3,0.0,6.9,3615.0,100750.0,16363.0,50679.0,10977.0,5.9,6.1,56.8,16.9,21.0,3.9,1.4,20.2,3.6,60.6,6.1,5.6,3.9,43.9,2667.0,82.9,12.6,4.5,0.0,5.0,0.2506278609855027
BRONX,40.837935,-73.845895,0,0,6,0,0,0,0,1.0,BRONX,11/26/2015,11/26/2015,11/28/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.83804182,-73.84602603,0.01620970953352634,36005020200.0,40.838417085450004,-73.84628140699999,BRONX,BRONX,2232.0,1066.0,1166.0,56.7,12.1,15.1,0.0,14.5,1339.0,38487.0,8620.0,19417.0,2441.0,25.9,41.4,20.1,27.7,34.2,6.9,11.1,27.1,6.4,59.6,4.4,0.0,2.5,45.7,974.0,84.0,13.2,2.7,0.1,7.0,0.06271123732406059
BRONX,40.84738,-73.868261,0,0,6,0,0,0,1,0.8333333333333334,BRONX,6/13/2015,,6/13/2015,ROBBERY,COMPLETED,FELONY,BRONX,40.84718703,-73.86803485,0.028684186858811057,36005022000.0,40.8463316583,-73.87002512565,BRONX,BRONX,2176.0,1172.0,1004.0,79.5,0.3,14.4,1.2,4.2,599.0,23167.0,5153.0,8750.0,1423.0,52.9,83.4,9.4,39.0,16.2,7.2,28.3,5.7,3.3,81.6,6.7,2.7,0.0,42.0,842.0,89.7,4.8,5.6,0.0,19.5,0.18875959207780993
BRONX,40.847418,-73.868246,0,0,5,0,0,0,0,1.2,BRONX,6/13/2015,,6/13/2015,ROBBERY,COMPLETED,FELONY,BRONX,40.84718703,-73.86803485,0.0312354664058886,36005022000.0,40.8463316583,-73.87002512565,BRONX,BRONX,2176.0,1172.0,1004.0,79.5,0.3,14.4,1.2,4.2,599.0,23167.0,5153.0,8750.0,1423.0,52.9,83.4,9.4,39.0,16.2,7.2,28.3,5.7,3.3,81.6,6.7,2.7,0.0,42.0,842.0,89.7,4.8,5.6,0.0,19.5,0.19237995191535068
BROOKLYN,40.71463,-73.939727,0,0,6,0,0,0,0,0.21428571428571427,KINGS,12/16/2015,12/16/2015,12/16/2015,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BROOKLYN,40.7146597,-73.93998769,0.02222529863021439,36047048100.0,40.71404522615,-73.93809045229999,KINGS,BROOKLYN,3092.0,1340.0,1752.0,38.7,46.0,4.3,0.0,9.2,2165.0,72717.0,10764.0,34720.0,4579.0,15.7,5.7,59.9,22.5,8.2,3.3,6.1,15.6,4.8,66.6,4.9,3.0,5.1,33.5,1690.0,81.4,6.7,11.9,0.0,10.2,0.15253870220442875
BROOKLYN,40.702105,-73.944975,0,0,16,0,0,0,0,0.25,KINGS,1/22/2014,1/22/2014,1/22/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.70199244,-73.94514566,0.0190747774228723,36047050700.0,40.7016080402,-73.94600502515,KINGS,BROOKLYN,2417.0,1394.0,1023.0,19.6,69.9,5.9,0.0,0.9,943.0,30625.0,7489.0,10017.0,2314.0,52.1,61.0,28.0,12.5,46.4,1.4,11.7,7.4,7.3,31.2,45.3,5.1,3.6,26.2,640.0,89.8,10.2,0.0,0.0,11.6,0.10295436327301828
BROOKLYN,40.674416,-73.95215400000002,0,0,0,0,3,0,0,0.375,KINGS,12/6/2015,12/6/2015,12/6/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,40.67439661,-73.95146641,0.05804486362463329,36047022100.0,40.67560301505,-73.953919598,KINGS,BROOKLYN,4255.0,2206.0,2049.0,16.9,28.9,48.8,1.6,3.1,3234.0,37140.0,12288.0,28698.0,4746.0,26.3,12.7,44.6,21.3,21.8,2.8,9.5,7.7,1.3,75.2,4.3,8.6,3.0,43.0,2333.0,77.9,15.2,6.9,0.0,12.4,0.19903903947287743
QUEENS,40.703522,-73.76609499999998,0,0,1,0,0,0,0,2.0,QUEENS,1/9/2015,1/9/2015,1/10/2015,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,QUEENS,40.70345903,-73.76629091,0.017943172067049207,36081050400.0,40.705376884433335,-73.7650251256,QUEENS,QUEENS,2018.0,969.0,1049.0,7.0,2.8,88.4,0.1,0.0,1451.0,64554.0,12021.0,24599.0,3993.0,8.6,15.6,28.7,26.1,33.3,3.9,8.0,45.1,2.0,50.6,2.4,0.0,0.0,44.6,978.0,76.8,16.5,6.7,0.0,15.9,0.22517944454666725
QUEENS,40.704569,-73.754564,0,0,1,0,0,0,0,3.0,QUEENS,8/11/2015,,8/11/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,40.70454658,-73.75471315,0.01282139334685571,36081052000.0,40.7016080402,-73.7544723618,QUEENS,QUEENS,1640.0,738.0,902.0,6.2,1.8,89.7,0.0,1.0,1166.0,102625.0,33116.0,29181.0,3827.0,3.6,0.0,26.0,37.2,18.8,5.9,12.1,46.5,2.3,46.3,1.8,0.0,3.1,53.9,934.0,71.4,26.3,2.2,0.0,6.6,0.32943770147376805
QUEENS,40.711933,-73.75705400000002,0,0,1,0,0,0,0,2.0,QUEENS,8/26/2015,8/26/2015,8/26/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,40.71171249,-73.75697369,0.025444762426037867,36081050202.0,40.709899497466665,-73.75974874373333,QUEENS,QUEENS,1357.0,599.0,758.0,10.3,1.6,73.7,0.0,8.8,989.0,61618.0,10928.0,24166.0,4361.0,6.9,0.0,20.7,36.7,29.5,6.2,6.9,48.2,5.4,45.4,0.0,0.0,1.0,54.1,711.0,81.9,16.6,1.5,0.0,19.5,0.32059522737015284
MANHATTAN,40.748126,-73.993533,0,0,9,0,0,0,2,0.2545454545454545,NEW YORK,12/16/2015,12/16/2015,12/19/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.74786196,-73.99290968,0.060178168837591466,36061009500.0,40.747587939733336,-73.9940201005,NEW YORK,MANHATTAN,3299.0,1390.0,1909.0,4.2,72.9,3.8,0.0,15.6,2438.0,145956.0,30975.0,84944.0,17324.0,13.7,6.7,64.0,5.7,27.6,0.4,2.3,2.2,1.7,39.3,37.8,5.5,13.6,22.1,1643.0,84.2,6.5,8.3,1.0,8.4,0.07257149670682007
BRONX,40.846841,-73.827907,0,0,0,0,7,0,0,0.3142857142857143,BRONX,12/26/2013,12/26/2013,12/26/2013,INTOXICATED & IMPAIRED DRIVING,COMPLETED,MISDEMEANOR,BRONX,40.84659592,-73.82773179,0.030991230684933604,36005026602.0,40.845879397,-73.83045226132,BRONX,BRONX,5769.0,2512.0,3257.0,54.3,36.3,6.6,0.2,1.5,4056.0,40755.0,9476.0,25420.0,3529.0,19.6,17.8,30.3,24.0,36.5,7.1,2.1,33.3,8.4,55.5,0.0,0.7,2.1,42.3,2299.0,75.4,20.7,3.9,0.0,14.9,0.23938615152280562
BROOKLYN,40.714663,-73.959,0,0,3,0,0,0,0,0.3,KINGS,10/27/2015,10/27/2015,10/27/2015,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,40.71461591,-73.9590448,0.006457600970320244,36047055300.0,40.716683417066676,-73.9591959799,KINGS,BROOKLYN,2899.0,1538.0,1361.0,19.9,64.6,0.1,0.9,12.2,2295.0,80909.0,16862.0,51020.0,7817.0,12.0,8.8,64.8,11.2,18.8,1.2,4.1,6.0,0.0,73.5,3.9,4.3,12.2,33.6,2078.0,81.3,7.8,10.2,0.7,4.8,0.22533721584635616
BROOKLYN,40.715286,-73.958303,0,0,4,0,0,0,1,0.2631578947368421,KINGS,3/2/2015,3/2/2015,3/11/2015,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,BROOKLYN,40.7153814,-73.95822548,0.012462482640032514,36047055300.0,40.716683417066676,-73.9591959799,KINGS,BROOKLYN,2899.0,1538.0,1361.0,19.9,64.6,0.1,0.9,12.2,2295.0,80909.0,16862.0,51020.0,7817.0,12.0,8.8,64.8,11.2,18.8,1.2,4.1,6.0,0.0,73.5,3.9,4.3,12.2,33.6,2078.0,81.3,7.8,10.2,0.7,4.8,0.17270672199223935
BRONX,40.888954,-73.898533,0,0,15,0,0,0,0,0.25,BRONX,12/31/2015,12/31/2015,12/31/2015,GRAND LARCENY,COMPLETED,FELONY,BRONX,40.88939828,-73.89838947,0.05086964088544937,36005028500.0,40.88658291456,-73.90263316583999,BRONX,BRONX,3233.0,1626.0,1607.0,38.9,47.4,3.4,0.0,7.2,2311.0,54232.0,7979.0,32688.0,6568.0,17.1,14.6,58.1,14.5,19.9,2.6,4.9,22.2,7.1,54.9,10.7,2.1,2.9,42.1,1637.0,83.9,14.8,1.3,0.0,5.7,0.43408390296573046
BROOKLYN,40.675822,-73.908126,17,15,34,0,0,1,17,1.2537313432835822,KINGS,12/18/2015,12/18/2015,12/18/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.67573153,-73.90807035,0.011104128529742284,36047036502.0,40.6744723618,-73.90801507535,KINGS,BROOKLYN,1164.0,681.0,483.0,32.1,2.9,63.7,0.0,0.6,786.0,27364.0,24430.0,24827.0,13992.0,35.1,43.8,18.9,30.2,26.3,19.8,4.7,24.8,3.9,60.4,2.7,4.5,3.6,40.0,338.0,76.0,20.7,3.3,0.0,22.5,0.1504113886529803
MANHATTAN,40.80166,-73.950932,0,1,33,0,0,1,3,1.542857142857143,NEW YORK,12/24/2015,12/24/2015,12/24/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,40.80186839,-73.95142404,0.0474723786782635,36061021800.0,40.802613065333325,-73.95180904520001,NEW YORK,MANHATTAN,7569.0,3777.0,3792.0,16.8,19.0,59.2,0.0,3.1,5145.0,47155.0,9711.0,27843.0,5584.0,39.0,55.1,49.0,26.9,15.8,0.3,7.9,5.1,0.6,75.6,9.1,2.7,6.9,34.4,3211.0,84.6,9.2,6.2,0.0,12.5,0.1291939867539745
BROOKLYN,40.674804,-73.952809,0,0,0,0,3,0,0,0.6,KINGS,11/9/2015,11/10/2015,11/10/2015,ROBBERY,COMPLETED,FELONY,BROOKLYN,40.67491593,-73.95281073,0.012450810579471523,36047022100.0,40.67560301505,-73.953919598,KINGS,BROOKLYN,4255.0,2206.0,2049.0,16.9,28.9,48.8,1.6,3.1,3234.0,37140.0,12288.0,28698.0,4746.0,26.3,12.7,44.6,21.3,21.8,2.8,9.5,7.7,1.3,75.2,4.3,8.6,3.0,43.0,2333.0,77.9,15.2,6.9,0.0,12.4,0.12913622250630635
BROOKLYN,40.661923,-73.961602,0,0,0,0,16,0,6,0.3333333333333333,KINGS,10/26/2015,10/26/2015,10/26/2015,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,40.66169755,-73.96143095,0.028933356493355575,36047079801.0,40.65977386935001,-73.95866834169998,KINGS,BROOKLYN,2886.0,1183.0,1703.0,10.9,20.9,57.0,0.0,7.9,2162.0,61250.0,14086.0,39065.0,9398.0,8.5,14.8,51.7,24.8,18.3,0.0,5.2,15.8,0.0,74.0,0.3,2.4,7.4,47.0,1515.0,67.5,21.3,11.2,0.0,16.2,0.34411621836784934
BROOKLYN,40.6925,-73.941633,0,0,0,2,9,0,0,0.4857142857142857,KINGS,12/31/2015,12/31/2015,12/31/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.69252938,-73.94138873,0.020858495350561237,36047028100.0,40.6925628141,-73.93967336685,KINGS,BROOKLYN,4882.0,2130.0,2752.0,36.4,6.6,52.6,0.2,2.6,2805.0,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560.0,70.4,22.4,7.1,0.0,19.3,0.16541643529240432
BRONX,40.835084,-73.852992,0,0,0,0,5,0,0,0.5,BRONX,12/12/2015,,12/12/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,40.83535293,-73.85305385,0.03036251423629051,36005022200.0,40.83577889446666,-73.85366834169999,BRONX,BRONX,3414.0,1677.0,1737.0,59.5,4.1,16.4,0.0,18.5,1647.0,40331.0,11229.0,18173.0,2592.0,28.7,34.4,26.2,31.8,20.1,10.6,11.2,22.3,7.0,65.8,2.3,1.7,0.7,43.1,1636.0,87.5,11.5,1.0,0.0,14.0,0.09598879858495316
BROOKLYN,40.652565,-73.95107,0,0,0,0,7,0,1,0.4166666666666667,KINGS,12/24/2015,12/24/2015,12/24/2015,ROBBERY,COMPLETED,FELONY,BROOKLYN,40.65257276,-73.9512192,0.012620117636373855,36047082000.0,40.65298994975,-73.9507537688,KINGS,BROOKLYN,4856.0,2397.0,2459.0,8.6,3.2,81.1,0.0,1.9,2486.0,36472.0,7282.0,26842.0,10260.0,22.5,36.6,19.4,38.8,23.7,6.3,11.9,11.1,3.1,78.4,4.5,1.1,1.8,46.8,2261.0,77.8,15.7,6.5,0.0,14.0,0.054279906667471914
BROOKLYN,40.691216,-73.99789799999998,0,0,0,0,0,0,0,0.0,KINGS,11/10/2015,11/17/2015,11/19/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.69123228,-73.99790277,0.0018549704190713332,36047000700.0,40.6925628141,-73.99824120603334,KINGS,BROOKLYN,4029.0,1922.0,2107.0,6.9,77.5,1.9,0.0,10.8,3023.0,130966.0,10511.0,103138.0,18300.0,5.2,0.0,78.4,2.2,17.7,0.0,1.7,5.3,2.9,63.8,9.5,8.4,10.2,33.2,2561.0,81.1,10.2,8.7,0.0,4.4,0.1525766348865595
BROOKLYN,40.691817,-74.0,0,0,25,0,75,0,40,0.8928571428571429,KINGS,8/30/2015,,9/10/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.69185536,-74.00019256,0.01679118396666353,36047000700.0,40.6925628141,-73.99824120603334,KINGS,BROOKLYN,4029.0,1922.0,2107.0,6.9,77.5,1.9,0.0,10.8,3023.0,130966.0,10511.0,103138.0,18300.0,5.2,0.0,78.4,2.2,17.7,0.0,1.7,5.3,2.9,63.8,9.5,8.4,10.2,33.2,2561.0,81.1,10.2,8.7,0.0,4.4,0.169953097045693
BROOKLYN,40.614918,-73.946368,0,0,0,0,9,0,0,0.4827586206896552,KINGS,5/7/2015,5/7/2015,5/7/2015,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,40.61479691,-73.9465752,0.022078964355295994,36047075600.0,40.61680904525,-73.9475879397,KINGS,BROOKLYN,1971.0,932.0,1039.0,4.2,75.2,7.7,0.0,12.4,1159.0,62935.0,13376.0,28555.0,4388.0,15.7,25.7,53.4,16.1,18.7,2.4,9.5,42.3,4.9,35.7,9.4,1.4,6.2,32.0,834.0,75.4,12.1,12.5,0.0,6.1,0.23420714268255877
MANHATTAN,40.811124,-73.939683,0,0,0,0,5,0,2,0.1875,NEW YORK,11/23/2015,11/23/2015,11/23/2015,VEHICLE AND TRAFFIC LAWS,COMPLETED,MISDEMEANOR,MANHATTAN,40.8108652,-73.93901951,0.06283822300976492,36061021200.0,40.81316582913335,-73.93914572866667,NEW YORK,MANHATTAN,4412.0,1945.0,2467.0,23.8,7.1,63.2,0.0,4.4,3295.0,52263.0,5507.0,33904.0,5647.0,9.2,3.7,64.9,14.5,19.6,0.0,1.1,11.0,1.1,65.1,14.6,1.0,7.3,31.4,1972.0,81.1,15.8,3.0,0.0,14.7,0.23157239529573637
BROOKLYN,40.716125,-73.96408199999998,0,0,11,0,0,0,1,0.18181818181818185,KINGS,10/5/2015,,10/5/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.71604489,-73.96416271,0.01121155906157652,36047055100.0,40.714422110566666,-73.9644723618,KINGS,BROOKLYN,6138.0,2989.0,3149.0,55.2,37.6,2.5,0.0,2.7,4231.0,63613.0,10517.0,33496.0,4709.0,13.8,18.1,51.0,13.2,26.5,6.2,3.1,11.4,1.4,64.7,11.6,6.3,4.5,32.7,3455.0,82.4,7.4,9.4,0.9,10.7,0.19224996989953494
BROOKLYN,40.688627,-73.962283,0,0,0,0,35,0,14,0.25,KINGS,12/1/2014,,12/1/2014,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.68856387,-73.96283611,0.04717570044814453,36047019300.0,40.691809045233335,-73.96236180903333,KINGS,BROOKLYN,5761.0,2310.0,3451.0,10.4,31.7,47.9,0.0,7.7,4481.0,54369.0,8046.0,27736.0,3136.0,15.9,24.5,53.5,16.1,20.1,1.7,8.6,14.2,2.4,58.7,13.8,6.9,3.9,33.6,2190.0,71.2,25.3,3.5,0.0,13.0,0.35400076550864906
MANHATTAN,40.747629,-73.994265,0,0,35,0,0,0,4,0.35714285714285715,NEW YORK,12/12/2015,12/12/2015,12/12/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,40.7478456,-73.99477916,0.049574529407405414,36061009500.0,40.747587939733336,-73.9940201005,NEW YORK,MANHATTAN,3299.0,1390.0,1909.0,4.2,72.9,3.8,0.0,15.6,2438.0,145956.0,30975.0,84944.0,17324.0,13.7,6.7,64.0,5.7,27.6,0.4,2.3,2.2,1.7,39.3,37.8,5.5,13.6,22.1,1643.0,84.2,6.5,8.3,1.0,8.4,0.02113624259714466
BROOKLYN,40.697934,-73.930502,0,0,13,0,0,0,3,0.2698412698412698,KINGS,12/7/2015,12/7/2015,12/7/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,40.69786745,-73.9306083,0.011625517603812334,36047039300.0,40.695954773850005,-73.9301758794,KINGS,BROOKLYN,3444.0,1705.0,1739.0,57.2,18.8,23.1,0.0,0.2,2249.0,52244.0,14708.0,25089.0,4068.0,24.8,32.5,43.2,19.4,26.7,3.8,6.8,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709.0,77.4,18.2,4.4,0.0,14.4,0.22186019121916808
MANHATTAN,40.784417,-73.949883,0,0,0,0,21,0,5,0.25961538461538464,NEW YORK,7/29/2015,7/29/2015,7/29/2015,FORGERY,COMPLETED,FELONY,MANHATTAN,40.78452375,-73.94982617,0.01280213890685314,36061015801.0,40.784145728649996,-73.9523366834,NEW YORK,MANHATTAN,5799.0,2518.0,3281.0,7.0,80.1,3.5,0.0,6.8,4081.0,136750.0,37809.0,116699.0,22654.0,4.8,6.7,75.6,8.3,14.3,0.8,1.1,4.6,0.9,61.9,15.3,8.0,9.3,29.1,3160.0,82.2,8.5,9.3,0.0,6.1,0.20884135495451325
BROOKLYN,40.681088,-73.95548000000002,0,0,37,0,0,0,7,0.19230769230769232,KINGS,12/27/2015,12/27/2015,12/27/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,40.68114496,-73.95566904,0.017158280290425782,36047022700.0,40.681256281399996,-73.95708542713334,KINGS,BROOKLYN,3725.0,1910.0,1815.0,13.1,21.0,56.3,0.0,5.4,2733.0,53363.0,8368.0,31944.0,6324.0,14.2,12.2,45.5,25.1,22.6,2.5,4.4,8.3,1.7,72.3,2.7,3.9,11.2,38.1,1997.0,68.8,18.7,12.5,0.0,12.3,0.1367068534529735
BROOKLYN,40.706993,-73.938857,0,0,6,0,0,0,0,0.3,KINGS,12/27/2015,12/28/2015,12/28/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,40.7070231,-73.93870693,0.01308907754230205,36047048500.0,40.70788944723333,-73.93633165829998,KINGS,BROOKLYN,3034.0,1756.0,1278.0,44.1,45.6,5.1,0.0,3.8,2396.0,85924.0,15913.0,32718.0,3838.0,18.5,36.2,47.4,21.5,22.0,3.0,6.1,7.5,0.0,68.5,9.6,9.9,4.6,34.4,2155.0,83.2,8.0,8.7,0.0,6.4,0.23512139072234406
BROOKLYN,40.716375,-73.96594,0,0,66,0,0,0,21,0.1897590361445783,KINGS,8/21/2015,8/21/2015,8/24/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,40.71621565,-73.96609976,0.022261307779699258,36047055500.0,40.718190954766676,-73.96447236179998,KINGS,BROOKLYN,5178.0,2653.0,2525.0,18.4,62.7,3.3,0.0,12.5,3580.0,108190.0,11578.0,72316.0,6036.0,9.1,8.0,73.0,8.1,16.4,0.7,1.9,8.0,0.9,75.2,3.9,4.0,8.1,36.7,3583.0,86.3,6.8,6.9,0.0,4.2,0.2368719387734937
BROOKLYN,40.696872,-73.931488,0,0,0,6,0,0,0,0.45,KINGS,10/17/2015,10/17/2015,10/17/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,40.6968771,-73.93146402,0.002100317473478753,36047039300.0,40.695954773850005,-73.9301758794,KINGS,BROOKLYN,3444.0,1705.0,1739.0,57.2,18.8,23.1,0.0,0.2,2249.0,52244.0,14708.0,25089.0,4068.0,24.8,32.5,43.2,19.4,26.7,3.8,6.8,15.1,3.9,69.5,6.4,4.2,0.9,42.1,1709.0,77.4,18.2,4.4,0.0,14.4,0.1505086031327619
MANHATTAN,40.728458,-73.97786500000002,0,0,137,0,0,0,86,0.3695652173913043,NEW YORK,12/18/2015,12/19/2015,12/19/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,40.72848485,-73.97789166,0.003737541865563121,36061002800.0,40.7264824121,-73.9776633166,NEW YORK,MANHATTAN,7240.0,3442.0,3798.0,48.0,23.7,13.7,0.0,12.3,5079.0,30056.0,7828.0,24697.0,3561.0,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,3069.0,73.7,15.8,10.5,0.0,12.0,0.22040094279603487
BRONX,40.851002,-73.906428,0,15,23,2,0,0,0,1.875,BRONX,12/23/2015,12/23/2015,12/23/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,40.85111921,-73.90631703,0.016035606108068534,36005023501.0,40.851984924650004,-73.90484924625,BRONX,BRONX,3044.0,1405.0,1639.0,85.0,0.9,12.2,0.0,0.6,1329.0,27316.0,10692.0,13906.0,2429.0,50.8,76.5,13.0,39.1,25.8,9.8,12.3,21.7,1.8,57.6,9.4,8.1,1.5,37.5,1376.0,83.6,8.6,6.3,1.4,10.2,0.17203661803825457
